input_1,input_2,input_3,input_4,input_5,input_6,input_7
0.3798244,0.1190852,0.9237546,0.7000592,-0.1662485,0.6049881,-0.3409805
0.3797905,0.1210251,0.9228335,0.7010327,-0.1649797,0.6041561,-0.3410723
0.3799112,0.1250256,0.9204696,0.7029335,-0.1623626,0.6025293,-0.3412938
0.3806189,0.1318015,0.9149525,0.7038212,-0.1573738,0.6019473,-0.3428248
0.3806309,0.1343001,0.9127833,0.7023743,-0.154985,0.6033414,-0.3444256
0.380635,0.1350124,0.9121322,0.701839,-0.1542688,0.6038417,-0.3449611
0.3806349,0.135072,0.9120775,0.7017925,-0.1542083,0.603885,-0.3450071
0.3805636,0.1366281,0.9106839,0.7005816,-0.1526142,0.6050015,-0.3462183
0.3796321,0.1431097,0.904959,0.6958862,-0.1459277,0.6092059,-0.3511635
0.3794424,0.1441696,0.9039804,0.6955811,-0.1449485,0.6094767,-0.3517029
0.3792854,0.145049,0.9032172,0.6955498,-0.1441981,0.6095085,-0.3520179
0.3780474,0.1539581,0.8951926,0.7008109,-0.1381738,0.6049527,-0.3518588
0.3780116,0.1542012,0.8949713,0.7009985,-0.1380201,0.6047889,-0.3518268
0.3778891,0.1550232,0.8942243,0.7016312,-0.1374996,0.6042367,-0.3517179
0.3773899,0.1590674,0.890504,0.7047662,-0.1349569,0.6015013,-0.351123
0.3773431,0.15943,0.8901613,0.7050519,-0.1347278,0.6012524,-0.3510635
0.3767633,0.164421,0.8848973,0.7093216,-0.1316451,0.5975251,-0.3499943
0.3766661,0.1650932,0.8841387,0.7099238,-0.1312297,0.5970009,-0.349824
0.376329,0.1677065,0.8811928,0.7122582,-0.1296154,0.5949587,-0.3491592
0.3760356,0.170561,0.877627,0.715023,-0.1279017,0.5925309,-0.3482677
0.3758867,0.1725969,0.8749021,0.7171052,-0.1267069,0.5906916,-0.3475467
0.3756745,0.1750089,0.8715433,0.7196347,-0.1252859,0.5884615,-0.3466156
0.3756157,0.1755407,0.8708043,0.7201868,-0.1249656,0.5879736,-0.3464122
0.3752549,0.1788082,0.8661404,0.7235905,-0.1229952,0.5849677,-0.3451108
0.3752196,0.1791374,0.865665,0.7239259,-0.1227928,0.5846708,-0.3449826
0.3751735,0.1796849,0.8648566,0.7244887,-0.1224594,0.5841725,-0.344764
0.3751312,0.1802984,0.8639401,0.7251133,-0.1220877,0.5836179,-0.3445213
0.3749926,0.181762,0.8617828,0.7265356,-0.1211771,0.5823529,-0.3439871
0.3746098,0.1850458,0.8568304,0.729414,-0.1190029,0.5797985,-0.3429679
0.3744361,0.1862943,0.8549284,0.7303468,-0.1181203,0.5789738,-0.342681
0.3738152,0.1904305,0.8480773,0.7328757,-0.1149943,0.5767671,-0.3420664
0.3735753,0.19218,0.8449808,0.7337554,-0.1136039,0.5760167,-0.341909
0.3732004,0.1946884,0.8404311,0.7349456,-0.1115679,0.5749981,-0.3417376
0.3731747,0.1948425,0.840133,0.7350127,-0.1114393,0.5749415,-0.3417307
0.3731405,0.1950708,0.8396804,0.7351148,-0.1112497,0.574855,-0.3417183
0.372833,0.1973641,0.8348829,0.7358963,-0.1092704,0.5742228,-0.3417381
0.372333,0.2012594,0.8249639,0.7361701,-0.1054978,0.5741596,-0.3424392
0.3723305,0.2018037,0.8229314,0.7363494,-0.1049724,0.5740442,-0.3424083
0.3725105,0.203409,0.8148846,0.7372365,-0.1034205,0.5734233,-0.3420121
0.3726471,0.2041952,0.8048775,0.737515,-0.1021349,0.5733742,-0.3418805
0.3729191,0.2042408,0.7949711,0.7378515,-0.101466,0.5732077,-0.3416329
0.3730803,0.2038739,0.7849056,0.7387349,-0.1011869,0.5725466,-0.340914
0.3730735,0.2034831,0.774856,0.7404765,-0.1010854,0.571088,-0.3396098
0.3731882,0.2033154,0.7649188,0.7447365,-0.101485,0.5672825,-0.3365394
0.3731927,0.2033326,0.7643144,0.7450662,-0.1015018,0.5669852,-0.3363052
0.3732409,0.2034747,0.7608357,0.7470347,-0.1015994,0.5651938,-0.3349215
0.3732445,0.2034922,0.7604338,0.7472661,-0.1016109,0.5649819,-0.3347592
0.3732227,0.2037368,0.754914,0.7504766,-0.101747,0.5620354,-0.3324885
0.3730086,0.2042264,0.7472419,0.755048,-0.1017674,0.5578043,-0.3292421
0.372921,0.2044242,0.7448981,0.756459,-0.1017269,0.5564892,-0.3282387
0.3728009,0.2046508,0.7421451,0.7581097,-0.1016714,0.5549489,-0.3270539
0.3726408,0.2048989,0.7373278,0.76096,-0.1017126,0.5522555,-0.3249741
0.3725739,0.2049711,0.7349945,0.7623281,-0.1017658,0.5509543,-0.3239575
0.3725406,0.2050054,0.7337276,0.7630641,-0.1018017,0.550249,-0.3234118
0.3724418,0.2051164,0.73016,0.7650954,-0.1018607,0.5482998,-0.3219015
0.3721353,0.2053245,0.7248411,0.7678977,-0.1017956,0.5456173,-0.3198008
0.3720709,0.2053586,0.7234734,0.7685733,-0.1017919,0.5449625,-0.3192946
0.3716641,0.2050362,0.7149674,0.7722528,-0.1020517,0.5413717,-0.3164298
0.3716383,0.20499,0.7142542,0.7725215,-0.1020806,0.5411065,-0.3162181
0.3714654,0.2046559,0.7098298,0.7740816,-0.1022621,0.5395644,-0.3149761
0.3713877,0.2043436,0.706884,0.7750381,-0.1024577,0.5386087,-0.3141953
0.3713124,0.2040627,0.7048619,0.7755998,-0.1026147,0.5380625,-0.3136938
0.3710416,0.2020944,0.6949991,0.7779761,-0.1038421,0.5359174,-0.3110667
0.3710899,0.2010547,0.6911642,0.7790175,-0.1046574,0.5349988,-0.3097662
0.3711341,0.2006444,0.6898331,0.7794155,-0.1050032,0.5346469,-0.3092546
0.3713348,0.1990147,0.6848824,0.7809611,-0.1064074,0.5333184,-0.3071623
0.3716729,0.1973515,0.6804514,0.7825032,-0.1079651,0.5320027,-0.3049672
0.3721774,0.1949634,0.6754353,0.7842161,-0.1102298,0.5306183,-0.3021561
0.3722355,0.1946707,0.67486,0.7844094,-0.1105043,0.5304671,-0.3018192
0.3724158,0.1937527,0.6731065,0.7850112,-0.1113737,0.5300006,-0.3007536
0.3732074,0.1898778,0.6670909,0.7869995,-0.1150893,0.5285794,-0.2966308
0.3735135,0.1882526,0.6649665,0.7876076,-0.1166225,0.5282094,-0.2950734
0.3735351,0.1881429,0.6648198,0.78765,-0.1167262,0.5281825,-0.2949674
0.3741278,0.1849411,0.6605606,0.788802,-0.1197389,0.5275151,-0.2918593
0.3750033,0.1802794,0.6553464,0.7898639,-0.1241159,0.5271523,-0.2877854
0.3750768,0.1798729,0.6549251,0.7899391,-0.1244962,0.527138,-0.2874409
0.3751776,0.1793243,0.6543559,0.7900441,-0.1250126,0.5271136,-0.2869726
0.3756319,0.1768973,0.6519456,0.7904741,-0.1273078,0.5270283,-0.2849286
0.3760042,0.1748579,0.6499964,0.7908178,-0.1292384,0.5269606,-0.2832261
0.3769965,0.1693016,0.6449114,0.7918259,-0.1345873,0.526628,-0.2784971
0.3770815,0.1688311,0.6444932,0.7919167,-0.1350471,0.5265851,-0.2780972
0.3777757,0.1650779,0.641303,0.7925747,-0.1387245,0.5262853,-0.2749626
0.3778149,0.1648792,0.6411397,0.792608,-0.1389207,0.5262689,-0.274799
0.378987,0.1586756,0.6361361,0.7936217,-0.1450606,0.5257399,-0.2696644
0.3792608,0.1572351,0.6349676,0.7938776,-0.1465027,0.5255738,-0.2684526
0.3796834,0.1549567,0.6331834,0.7942619,-0.1487907,0.5253107,-0.2665662
0.3800582,0.1529625,0.631706,0.7945582,-0.1508,0.5251078,-0.2649488
0.3802941,0.1517533,0.6308401,0.794727,-0.1520267,0.5249821,-0.2639889
0.3806977,0.1496525,0.6293528,0.7950171,-0.1541567,0.5247507,-0.2623353
0.3808619,0.1487944,0.6287383,0.7951389,-0.1550277,0.5246495,-0.2616546
0.3815628,0.1449352,0.6260712,0.7955819,-0.1589288,0.5242941,-0.2586625
0.3818532,0.1432843,0.624928,0.7957459,-0.1605925,0.5241501,-0.2574199
0.3824673,0.1398224,0.6226019,0.7959859,-0.1640644,0.5239284,-0.2549272
0.3826469,0.1387944,0.6219909,0.7960013,-0.1650822,0.5239205,-0.2542379
0.3832982,0.1349115,0.6198437,0.7959645,-0.1688328,0.523996,-0.2517213
0.3842793,0.128531,0.6167473,0.7954259,-0.1750773,0.5244804,-0.248124
0.3848201,0.124885,0.6150963,0.795056,-0.1786616,0.5247554,-0.2461656
0.3848767,0.1245095,0.6149326,0.7950196,-0.1790342,0.5247781,-0.2459637
0.3849336,0.1241321,0.6147705,0.7949831,-0.1794095,0.5248001,-0.2457616
0.3850203,0.1235606,0.6145294,0.7949273,-0.1799785,0.5248317,-0.2454581
0.3851665,0.1225985,0.6141347,0.7948323,-0.1809384,0.5248817,-0.2449518
0.3855128,0.12027,0.6132193,0.7945796,-0.1832548,0.5250119,-0.2437675
0.3857765,0.1183619,0.6124847,0.7943416,-0.1851408,0.5251441,-0.2428319
0.3862487,0.1148383,0.6111367,0.7938254,-0.1886059,0.525473,-0.2411371
0.3871791,0.1081676,0.608844,0.7925895,-0.1951326,0.5262849,-0.2382199
0.3876518,0.1048887,0.6078732,0.7918488,-0.1983376,0.5267759,-0.2369479
0.3885159,0.09924378,0.6062307,0.7904442,-0.2038381,0.5276718,-0.2349678
0.3887138,0.09799294,0.605893,0.7900979,-0.2050492,0.5279054,-0.234554
0.3891849,0.09499287,0.6051412,0.7892584,-0.2079602,0.5284492,-0.2335919
0.3892957,0.09428331,0.6049748,0.7890649,-0.2086513,0.5285646,-0.2333679
0.390344,0.08776216,0.603563,0.7874703,-0.2150662,0.5293235,-0.2312
0.390832,0.08485885,0.6030505,0.7868431,-0.2179986,0.5294996,-0.2301829
0.3919916,0.07787219,0.6021758,0.7853638,-0.2250982,0.5297419,-0.2278319
0.3922355,0.07635359,0.6020759,0.7849981,-0.2266165,0.5298367,-0.227366
0.3924767,0.07483054,0.6020105,0.7846094,-0.228133,0.5299529,-0.226921
0.3935469,0.06776857,0.6021057,0.7825307,-0.2351804,0.5306371,-0.225299
0.3937735,0.06618589,0.6021811,0.7820255,-0.2367532,0.5308144,-0.2249885
0.3939408,0.06499099,0.6022394,0.7816414,-0.2379389,0.5309496,-0.2247535
0.3948893,0.05768854,0.6025782,0.7792637,-0.2451688,0.5317031,-0.2234546
0.3950144,0.05665241,0.6026234,0.7789226,-0.2461932,0.5317968,-0.2232947
0.3952341,0.05479698,0.6026956,0.7783134,-0.2480273,0.5319517,-0.2230199
0.3959914,0.04767445,0.6029381,0.7759496,-0.2550597,0.5324417,-0.2221531
0.3962585,0.04484342,0.6030361,0.7749926,-0.2578449,0.5325986,-0.2219031
0.3968889,0.037358,0.6033243,0.7724156,-0.265114,0.53297,-0.2214312
0.3970686,0.03492894,0.6034102,0.7715683,-0.2674608,0.5330686,-0.221324
0.3975692,0.02711214,0.6036533,0.7687931,-0.2750303,0.5332881,-0.2211769
0.3976961,0.02488765,0.6037417,0.7679849,-0.2771584,0.5333537,-0.2211697
0.3980856,0.0167895,0.6040377,0.7649811,-0.2849291,0.5335697,-0.221184
0.3980932,0.01660178,0.6040438,0.7649104,-0.2851096,0.5335736,-0.2211862
0.3981598,0.01492838,0.6040994,0.7642782,-0.2867194,0.5336119,-0.2211976
0.3984247,0.006264844,0.6042884,0.7609826,-0.2950797,0.5337458,-0.221243
0.3984527,0.004936086,0.6042949,0.7604792,-0.2963609,0.5337489,-0.2212542
0.3985788,-0.004097859,0.6043338,0.7569915,-0.305047,0.5338009,-0.2212837
0.3985838,-0.005175433,0.6043451,0.756564,-0.3060783,0.533816,-0.2212847
0.3985878,-0.009080666,0.604411,0.7549951,-0.3097883,0.5338766,-0.2213348
0.3985647,-0.01477868,0.6045956,0.7526382,-0.315151,0.5340482,-0.2213775
0.3985617,-0.0151029,0.6046094,0.7525011,-0.3154558,0.5340603,-0.2213802
0.3984739,-0.021787,0.6050041,0.74959,-0.3217004,0.5343855,-0.2214847
0.3984192,-0.02512506,0.6052772,0.7480969,-0.3247888,0.5345925,-0.221527
0.3984133,-0.02544212,0.6053061,0.7479535,-0.325082,0.534612,-0.2215338
0.3982916,-0.03079396,0.6058687,0.7454721,-0.3300105,0.5350118,-0.2216449
0.3982599,-0.03191459,0.6060005,0.7449368,-0.331035,0.5351094,-0.2216815
0.398162,-0.03505927,0.6064084,0.7434053,-0.3338893,0.5354197,-0.2217928
0.3981194,-0.03629613,0.6065868,0.7427903,-0.335007,0.5355587,-0.2218321
0.3978133,-0.04508294,0.6081891,0.7382008,-0.3428035,0.536821,-0.2221896
0.3977168,-0.04767252,0.6087605,0.736784,-0.3450562,0.5372669,-0.2223279
0.3975861,-0.05098944,0.6095342,0.7349481,-0.3479229,0.5378649,-0.2224903
0.3974233,-0.05513067,0.6105331,0.7326331,-0.3514772,0.5386402,-0.2226633
0.3972358,-0.0594236,0.6115539,0.7302126,-0.3551341,0.5394515,-0.2228475
0.3970001,-0.06505242,0.6132491,0.7268315,-0.3597807,0.5408087,-0.2231584
0.3969118,-0.06807006,0.6143252,0.7249296,-0.3622009,0.5416674,-0.2233467
0.3968785,-0.07002561,0.61505,0.7236901,-0.3637527,0.5422452,-0.2234416
0.3968535,-0.07166689,0.615692,0.722636,-0.3650406,0.5427512,-0.2235247
0.3968242,-0.07502112,0.6172247,0.7204023,-0.3676008,0.5439017,-0.2237425
0.3968016,-0.07802852,0.6188269,0.7183159,-0.3698245,0.545057,-0.2239743
0.396746,-0.0827612,0.6216057,0.714924,-0.3732153,0.5470587,-0.2243221
0.3967149,-0.085064,0.623158,0.7131788,-0.3747878,0.5481921,-0.2244892
0.3967113,-0.08539644,0.6233877,0.7129247,-0.375012,0.5483591,-0.2245141
0.3966966,-0.08769612,0.6250427,0.7111423,-0.3765375,0.5495527,-0.2246943
0.3966819,-0.09109453,0.6277775,0.7083937,-0.3786946,0.5514918,-0.2250004
0.3966825,-0.0950338,0.6313396,0.7050516,-0.3810403,0.5539769,-0.2254318
0.3966833,-0.09518517,0.6314914,0.7049165,-0.3811249,0.5540829,-0.2254507
0.3966917,-0.09654488,0.6329156,0.7036762,-0.3818604,0.5550811,-0.2256255
0.3967086,-0.09852657,0.6350622,0.7018515,-0.3829067,0.5565702,-0.2258675
0.3967834,-0.1028059,0.6400266,0.697868,-0.3850642,0.5598864,-0.2263462
0.3968414,-0.1050643,0.6428145,0.6957529,-0.3861559,0.5616708,-0.2265769
0.3968623,-0.1059772,0.6439987,0.6948774,-0.3865747,0.5624263,-0.2266753
0.3968901,-0.10688,0.6451877,0.6940119,-0.3869835,0.5631751,-0.2267697
0.3969773,-0.109072,0.6482665,0.6918576,-0.3879169,0.5650874,-0.2270007
0.3972561,-0.1136037,0.6551818,0.6872865,-0.3896581,0.5692909,-0.2274009
0.3973537,-0.1150223,0.6574577,0.6858255,-0.3901622,0.5706592,-0.227518
0.3974122,-0.1158536,0.6588671,0.6849453,-0.3904351,0.5714965,-0.2275996
0.3978727,-0.1190607,0.6650618,0.6814037,-0.3912566,0.5749779,-0.2280514
0.3978942,-0.1191623,0.6652923,0.6812825,-0.3912717,0.5751025,-0.2280734
0.3990596,-0.1230221,0.6751452,0.6768518,-0.3916854,0.5796976,-0.2289206
0.3998229,-0.1250484,0.6803849,0.6750731,-0.3920852,0.5814214,-0.2291174
0.3998913,-0.1252081,0.6808009,0.6749615,-0.3921273,0.5815211,-0.2291209
0.4006396,-0.1267428,0.6851226,0.6740662,-0.3925405,0.5822993,-0.2290723
0.4024829,-0.1296649,0.6951161,0.6732203,-0.3933685,0.5828093,-0.2288428
0.4043926,-0.1323694,0.7050326,0.6740462,-0.3946848,0.5811685,-0.2283166
0.4047687,-0.1330159,0.7077543,0.6743323,-0.3950121,0.5806422,-0.2282457
0.4050048,-0.1334539,0.709986,0.6745536,-0.3952132,0.5802357,-0.2282768
0.4052842,-0.1340413,0.7135515,0.6750077,-0.3955405,0.5794358,-0.2283998
0.4053668,-0.1342066,0.7150794,0.6752139,-0.3956013,0.5791248,-0.2284737
0.4052338,-0.1348016,0.724653,0.6752983,-0.3949971,0.5790568,-0.2294399
0.4052042,-0.1348158,0.7250801,0.6752689,-0.3949473,0.5790998,-0.229504
0.4049918,-0.134881,0.7278598,0.6750337,-0.394571,0.5794553,-0.2299451
0.4049521,-0.1348927,0.7283029,0.6749868,-0.3945083,0.5795235,-0.2300178
0.4047122,-0.1350006,0.7305605,0.6746692,-0.394212,0.5799533,-0.2303751
0.4040732,-0.1353698,0.7350601,0.6736647,-0.3936439,0.5812216,-0.2310878
0.4025089,-0.1357284,0.7449744,0.6708674,-0.3917431,0.5850153,-0.2328761
0.4024813,-0.1357332,0.7451461,0.6708145,-0.3917076,0.5850885,-0.2329044
0.4009785,-0.1357195,0.7550072,0.6679263,-0.38945,0.5891759,-0.2346803
0.4007816,-0.1356031,0.7566657,0.6675786,-0.3890078,0.5897273,-0.235018
0.4001688,-0.1349838,0.762853,0.6665129,-0.3872664,0.5915399,-0.2363602
0.3999837,-0.1346831,0.7651988,0.6661535,-0.386556,0.5921918,-0.2369031
0.3996696,-0.1339197,0.7700203,0.6654953,-0.3849818,0.5934767,-0.2380975
0.3994165,-0.1332911,0.7736155,0.6649823,-0.3837436,0.5944762,-0.2390338
0.3993153,-0.1330079,0.7751174,0.6647742,-0.3832105,0.5948872,-0.2394453
0.3992852,-0.1329247,0.7755548,0.6647102,-0.3830534,0.5950114,-0.2395658
0.3987844,-0.1309755,0.785061,0.6633832,-0.3795267,0.5976652,-0.2422365
0.3985263,-0.1286126,0.7945328,0.6625297,-0.3758739,0.5997831,-0.2450165
0.3985095,-0.1284149,0.795228,0.6624812,-0.375584,0.5999316,-0.2452289
0.3984642,-0.1280164,0.7966503,0.6623685,-0.3749917,0.600249,-0.2456627
0.3982465,-0.1255606,0.8051078,0.6617576,-0.3714221,0.6020621,-0.2482811
0.3981847,-0.124975,0.8070285,0.6616033,-0.3705827,0.6024949,-0.2488962
0.3980701,-0.12224,0.8150743,0.6613911,-0.3669722,0.6038369,-0.2515429
0.3980444,-0.120565,0.8195393,0.6615778,-0.3649445,0.6042364,-0.2530385
0.3979104,-0.1183674,0.8251476,0.6618207,-0.3623228,0.6047104,-0.2550313
0.3978055,-0.1165555,0.8292628,0.6620613,-0.3602441,0.605014,-0.2566259
0.397681,-0.1149416,0.8327027,0.6622304,-0.3584008,0.6053188,-0.2580482
0.3975496,-0.1138524,0.8350718,0.6623186,-0.3571445,0.6055467,-0.259027
0.3973971,-0.1118516,0.8389662,0.6626365,-0.3549439,0.605763,-0.260727
0.3970721,-0.1084702,0.8450102,0.6631648,-0.3512964,0.6060827,-0.2635657
0.396964,-0.1066558,0.8478307,0.663495,-0.3494148,0.606171,-0.2650281
0.396807,-0.1049946,0.8504551,0.6636685,-0.3476534,0.6063648,-0.2664629
0.3965498,-0.102462,0.8542868,0.6638514,-0.3449435,0.606747,-0.2686502
0.3965031,-0.1018331,0.8551588,0.6639069,-0.344276,0.6068326,-0.2691757
0.3958966,-0.09489543,0.8642102,0.6645469,-0.3369759,0.6076279,-0.2749777
0.3958861,-0.09477553,0.8643598,0.6645583,-0.3368505,0.607639,-0.2750791
0.3958388,-0.09417646,0.8650925,0.6646202,-0.3362267,0.6076879,-0.2755841
0.3957436,-0.0929649,0.8665324,0.6647421,-0.3349693,0.6077851,-0.2766049
0.3954204,-0.08969422,0.8702321,0.665003,-0.3315679,0.6081068,-0.279356
0.3951235,-0.08491452,0.8748848,0.6654232,-0.326732,0.6085109,-0.2831473
0.3951205,-0.08478137,0.8750021,0.6654368,-0.3265995,0.6085194,-0.2832499
0.3950459,-0.08307923,0.8765461,0.6655695,-0.3248866,0.6086698,-0.2845819
0.395013,-0.08255585,0.8770284,0.6655986,-0.3243543,0.608726,-0.2850002
0.3949971,-0.08229203,0.8772683,0.6656135,-0.3240865,0.6087539,-0.2852106
0.3947678,-0.07497532,0.8830207,0.6661399,-0.3168105,0.6093041,-0.2909234
0.3947795,-0.07310446,0.8842502,0.6663106,-0.314993,0.6093837,-0.2923371
0.3947963,-0.07183356,0.8850586,0.6664232,-0.3137589,0.6094334,-0.2933019
0.3948036,-0.06952501,0.8864945,0.6666032,-0.3115142,0.6095354,-0.2950689
0.3948219,-0.06499122,0.8890909,0.6669756,-0.307161,0.6096923,-0.2984473
0.3948934,-0.0625944,0.890257,0.6672196,-0.3049246,0.6097366,-0.3000999
0.3950031,-0.05870525,0.8920683,0.6675871,-0.3013254,0.6098474,-0.3026819
0.3951188,-0.05498879,0.8936334,0.6680124,-0.2979459,0.6098578,-0.3050593
0.3951753,-0.05160814,0.894942,0.668445,-0.2949138,0.6098082,-0.3071496
0.3951751,-0.05145044,0.8950038,0.6684642,-0.2947726,0.6098073,-0.3072454
0.3951034,-0.04491368,0.8975029,0.6692645,-0.2889657,0.6097629,-0.3110835
0.3949963,-0.04195266,0.8985898,0.6696376,-0.2863463,0.6097168,-0.3127885
0.3949102,-0.04034301,0.8991595,0.669843,-0.2849292,0.6096811,-0.3137105
0.394761,-0.03799905,0.8999382,0.6701607,-0.2828808,0.6096102,-0.315021
0.3944795,-0.03497119,0.9009528,0.6705465,-0.2802236,0.6095387,-0.3167092
0.3937608,-0.02884017,0.9030365,0.6712615,-0.2748789,0.6095142,-0.3199089
0.3932548,-0.02496212,0.9042605,0.6717462,-0.2715317,0.6094558,-0.321856
0.3929091,-0.02250908,0.9050404,0.6720392,-0.2694129,0.6094277,-0.3230757
0.3922858,-0.01836644,0.9063253,0.6725365,-0.2658598,0.6093981,-0.325034
0.3921068,-0.01722068,0.9066594,0.6726837,-0.2648814,0.6093775,-0.3255664
0.3917309,-0.01489732,0.9073198,0.6729888,-0.26289,0.6093087,-0.3266767
0.3900014,-0.00574756,0.9101748,0.6739615,-0.2549558,0.6091979,-0.3311358
0.3898367,-0.00485827,0.9104587,0.674048,-0.2541905,0.6091982,-0.3315474
0.3885496,0.003087883,0.9128076,0.6749252,-0.2474418,0.6091046,-0.3350225
0.388461,0.003720986,0.9129794,0.6750033,-0.2469117,0.6090868,-0.335288
0.3882539,0.005150638,0.9133739,0.6751739,-0.2457109,0.6090506,-0.3358922
0.3881141,0.006099287,0.9136405,0.6752836,-0.2449128,0.6090299,-0.3362923
0.3874643,0.01105087,0.9150014,0.6758652,-0.2407806,0.6089023,-0.3383325
0.3869875,0.01515232,0.9160149,0.6764092,-0.237391,0.6087081,-0.3399854
0.3867016,0.01820343,0.9166671,0.6768761,-0.2349053,0.6084927,-0.3411661
0.3862401,0.02506768,0.9180234,0.6779783,-0.2294266,0.6079902,-0.3435935
0.3859216,0.02932194,0.9189047,0.6786087,-0.226041,0.6077425,-0.3450284
0.3858063,0.03068132,0.9191986,0.6787971,-0.2249569,0.607675,-0.3454855
0.3853804,0.03512442,0.9201586,0.6793939,-0.2214282,0.6074959,-0.3469033
0.3849954,0.03972563,0.9210631,0.6800502,-0.2178398,0.6073093,-0.3482137
0.3847387,0.04350182,0.9217277,0.680625,-0.2149461,0.6071439,-0.3491759
0.3846192,0.04514959,0.9220141,0.6808737,-0.2136829,0.6070713,-0.349593
0.3839487,0.05504333,0.9236415,0.6823585,-0.2062015,0.6067,-0.3518276
0.3838938,0.05668684,0.9238216,0.6826554,-0.2049992,0.606598,-0.3521304
0.3835409,0.0650042,0.9241963,0.6844774,-0.1989815,0.6057099,-0.3535711
0.3833008,0.0674006,0.9242204,0.6850248,-0.1972219,0.6054036,-0.3540213
0.3829973,0.07030767,0.9241473,0.6857218,-0.1950931,0.6049896,-0.3545587
0.3829675,0.07055192,0.9241383,0.6857818,-0.1949135,0.6049526,-0.3546043
0.3826683,0.07270031,0.9240664,0.6863167,-0.1933281,0.6046181,-0.3550075
0.3822772,0.07502823,0.924025,0.6868829,-0.1915953,0.6042573,-0.3554659
0.3806365,0.08387672,0.9238694,0.6889859,-0.1849502,0.6028921,-0.357229
0.3804241,0.0850304,0.9238367,0.6892639,-0.1840871,0.6027048,-0.3574546
0.3784108,0.09504735,0.9232343,0.6918345,-0.1765818,0.6008754,-0.3593499
0.3779856,0.09729168,0.922993,0.6924721,-0.174921,0.6003981,-0.3597318
0.3764808,0.1050702,0.921981,0.6947667,-0.1691754,0.5986379,-0.3609872
0.3762901,0.1059616,0.9218726,0.6950203,-0.1685123,0.5984447,-0.3611295
0.3753391,0.1108324,0.9210775,0.6965349,-0.164935,0.5972559,-0.3618297
0.3749918,0.1127057,0.92075,0.6971289,-0.1635635,0.5967808,-0.3620928
0.3745905,0.1150756,0.9202797,0.6979151,-0.1618489,0.5961445,-0.3623965
0.3740136,0.1188995,0.9192904,0.6993327,-0.15913,0.5949711,-0.3627953
0.3735677,0.1250501,0.9169908,0.7020861,-0.1550135,0.5926976,-0.3629816
0.3735678,0.1251317,0.9169498,0.7021296,-0.1549622,0.5926616,-0.3629781
0.3736781,0.1286713,0.9149687,0.7041582,-0.1527793,0.590933,-0.3627918
0.3737663,0.1300485,0.9141063,0.7050094,-0.1519469,0.5901949,-0.3626896
0.3744776,0.1350632,0.9099062,0.7087959,-0.1491656,0.5868388,-0.361909
0.3748519,0.1380004,0.9073269,0.7109146,-0.1474875,0.5849578,-0.3614857
0.3750022,0.1389593,0.9064368,0.711608,-0.1469477,0.5843447,-0.3613328
0.3752616,0.1404168,0.9049981,0.7127222,-0.1461443,0.5833512,-0.3610683
0.3756258,0.1425448,0.9027836,0.7144567,-0.1449931,0.5817939,-0.3606167
0.3757536,0.1432441,0.9020123,0.7150608,-0.1446225,0.5812491,-0.3604464
0.3760838,0.1450683,0.8998691,0.7166626,-0.1436596,0.579801,-0.3599827
0.3764788,0.1487788,0.8949954,0.7198785,-0.1415639,0.5769202,-0.359023
0.3764928,0.1513786,0.891142,0.7223653,-0.1398382,0.5749677,-0.3578351
0.3760483,0.1550281,0.8860476,0.7248892,-0.1373879,0.5726815,-0.357346
0.3760147,0.1552407,0.8857436,0.7250103,-0.1372366,0.5725745,-0.3573298
0.375916,0.155812,0.8849161,0.7253295,-0.1368257,0.572296,-0.3572855
0.3754947,0.1584306,0.8810151,0.7268212,-0.1349566,0.5709884,-0.3570577
0.3752312,0.1627014,0.8749465,0.7297844,-0.1321316,0.5682909,-0.356372
0.3753399,0.1650784,0.8711437,0.732054,-0.1307353,0.5662294,-0.3555129
0.3754204,0.1660551,0.8694019,0.7332015,-0.1301866,0.5652081,-0.3549744
0.3754458,0.1662691,0.8689916,0.7334829,-0.1300747,0.5649558,-0.3548356
0.3755938,0.1673385,0.8668019,0.7350143,-0.1295608,0.5635557,-0.3540804
0.3757227,0.1681575,0.8648697,0.7363468,-0.1292117,0.5623131,-0.3534142
0.3759896,0.1714842,0.854936,0.7427119,-0.1278341,0.5563407,-0.350032
0.3759863,0.1721816,0.8524782,0.744165,-0.1275403,0.5549678,-0.3492314
0.3759683,0.1726097,0.8507648,0.7450542,-0.1273439,0.5541262,-0.3487433
0.3758177,0.173729,0.8449542,0.7472384,-0.1267081,0.5520702,-0.3475606
0.3751998,0.1750174,0.8370088,0.7489348,-0.1255878,0.5505025,-0.3468018
0.3749854,0.1752864,0.8354349,0.7490891,-0.1252841,0.5503728,-0.3467838
0.3749064,0.1753699,0.834956,0.7491223,-0.1251817,0.5503474,-0.3467895
0.3747708,0.1755418,0.8339489,0.7492156,-0.1249856,0.5502711,-0.3467799
0.3739824,0.1762332,0.8249803,0.7507374,-0.1241598,0.5488756,-0.3459958
0.3736956,0.1760344,0.8172261,0.752207,-0.1242347,0.5474861,-0.3449773
0.3736911,0.1759604,0.8148742,0.7528528,-0.1243451,0.5468696,-0.3445067
0.3736422,0.175825,0.8088467,0.7548076,-0.1246281,0.5449716,-0.3431315
0.373647,0.1757989,0.8081936,0.7550321,-0.1246755,0.5447527,-0.3429681
